,tconst,title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,year,id,release_date,production_budget,domestic_gross,worldwide_gross
5412,tt7388562,"Paul, Apostle of Christ","Paul, Apostle of Christ",2018.0,108.0,"Adventure,Biography,Drama",6.7,5662.0,Affirm,2018.0,95,"Mar 23, 2018","$5,000,000",17547999,25529498
5413,tt2205401,Addicted,Addicted,2014.0,106.0,"Drama,Thriller",5.2,7640.0,LGF,2014.0,96,"Oct 10, 2014","$5,000,000",17390770,17499242
5417,,O (Othello),,,,,,,,,97,"Aug 31, 2001","$5,000,000",16017403,16017403
5418,,Halloween: The Curse of Michael Myers,,,,,,,,,98,"Sep 29, 1995","$5,000,000",15126948,15126948
5419,,The Egyptian,,,,,,,,,99,"Aug 24, 1954","$5,000,000",15000000,15000000
5420,,Eve's Bayou,,,,,,,,,100,"Nov 7, 1997","$5,000,000",14843425,14843425
5421,tt1651918,Nighthawks,Nighthawks,2012.0,102.0,Drama,,,,,1,"Apr 10, 1981","$5,000,000",14600000,19600000
5424,,Friday the 13th Part VIII: Jason Takes Manhattan,,,,,,,,,2,"Jul 28, 1989","$5,000,000",14343976,14343976
5425,tt2101441,Spring Breakers,Spring Breakers,2012.0,94.0,"Comedy,Crime,Drama",5.3,126504.0,A24,2013.0,3,"Mar 15, 2013","$5,000,000",14124286,31149251
5426,tt4695012,It Comes at Night,It Comes at Night,2017.0,91.0,"Horror,Mystery",6.2,69039.0,,,4,"Jun 9, 2017","$5,000,000",13985117,19720203
5427,,Y Tu MamÃ¡ TambiÃ©n,,,,,,,,,5,"Mar 15, 2002","$5,000,000",13649881,33649881
5428,,Shaun of the Dead,,,,,,,,,6,"Sep 24, 2004","$5,000,000",13542874,30332385
5429,,The Haunting of Molly Hartley,,,,,,,,,7,"Oct 31, 2008","$5,000,000",13442412,15318257
5430,,Hillaryâs America: The Secret History of the Democratic Party,,,,,,,,,8,"Jul 15, 2016","$5,000,000",13099931,13099931
5431,,Lone Star,,,,,,,,,9,"Jun 21, 1996","$5,000,000",12961389,12961389
5432,,April Fool's Day,,,,,,,,,10,"Mar 27, 1986","$5,000,000",12947763,12947763
5433,tt9729206,Diner,Diner,2019.0,,Crime,,,,,11,"Apr 2, 1982","$5,000,000",12592907,12592907
5434,tt1691916,Before I Fall,Before I Fall,2017.0,98.0,"Drama,Fantasy,Mystery",6.4,39282.0,ORF,2017.0,12,"Mar 3, 2017","$5,000,000",12241072,18945682
5435,,Lone Wolf McQuade,,,,,,,,,13,"Apr 15, 1983","$5,000,000",12232628,12232628
5436,,Sunshine Cleaning,,,,,,,,,14,"Mar 13, 2009","$5,000,000",12062558,17329337
5437,tt4667094,Fifty Shades of Black,Fifty Shades of Black,2016.0,92.0,Comedy,3.5,17189.0,ORF,2016.0,15,"Jan 29, 2016","$5,000,000",11686940,22113075
5438,,A Farewell To Arms,,,,,,,,,16,"Dec 14, 1957","$5,000,000",11000000,11017403
5439,,Solomon and Sheba,,,,,,,,,17,"Jan 1, 1959","$5,000,000",11000000,11014961
5440,,The Beastmaster,,,,,,,,,18,"Aug 20, 1982","$5,000,000",10751126,10751126
5441,,Not Easily Broken,,,,,,,,,19,"Jan 9, 2009","$5,000,000",10572742,10732909
5442,,Momsâ Night Out,,,,,,,,,20,"May 9, 2014","$5,000,000",10429707,10537341
5443,tt1082807,The Belko Experiment,The Belko Experiment,2016.0,89.0,"Horror,Thriller",6.1,38378.0,,,21,"Mar 17, 2017","$5,000,000",10166820,11792942
5444,tt3444696,The Perfect Match,The Perfect Match,2013.0,87.0,"Biography,Documentary,Family",,,LGF,2016.0,22,"Mar 11, 2016","$5,000,000",9669521,10182050
5447,,Digimon: The Movie,,,,,,,,,23,"Oct 6, 2000","$5,000,000",9628751,16628751
5448,,Saved!,,,,,,,,,24,"May 28, 2004","$5,000,000",8886160,10206551
5449,,Les invasions barbares,,,,,,,,,25,"May 9, 2003","$5,000,000",8460000,25913869
5450,,Robin and Marian,,,,,,,,,26,"Mar 11, 1976","$5,000,000",8000000,8000000
5451,,Force 10 from Navarone,,,,,,,,,27,"Dec 22, 1978","$5,000,000",7100000,7100000
5452,tt5124556,The Forsaken,The Forsaken,2015.0,86.0,"Drama,Horror,Thriller",6.3,14.0,,,28,"Apr 27, 2001","$5,000,000",6755271,6755271
5453,tt8632862,Fahrenheit 11/9,Fahrenheit 11/9,2018.0,128.0,Documentary,6.7,11628.0,,,29,"Sep 21, 2018","$5,000,000",6352306,6653715
5454,,UHF,,,,,,,,,30,"Jul 21, 1989","$5,000,000",6157157,6157157
5455,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010.0,41.0,Documentary,6.9,364.0,3D,2010.0,31,"May 28, 2010","$5,000,000",6096582,16515203
5456,,Grandmaâs Boy,,,,,,,,,32,"Jan 6, 2006","$5,000,000",6090172,6590172
5457,,Slums of Beverly Hills,,,,,,,,,33,"Aug 14, 1998","$5,000,000",5502773,5502773
5458,,Once Upon a Time in the West,,,,,,,,,34,"May 28, 1969","$5,000,000",5321508,5378425
5459,,Made,,,,,,,,,35,"Jul 13, 2001","$5,000,000",5308707,5476060
5460,,La mala educaciÃ³n,,,,,,,,,36,"Nov 19, 2004","$5,000,000",5211842,40311842
5461,,Moon,,,,,,,,,37,"Jun 12, 2009","$5,000,000",5010163,10676073
5462,tt4337690,90 Minutes in Heaven,90 Minutes in Heaven,2015.0,121.0,Drama,4.8,3105.0,,,38,"Sep 11, 2015","$5,000,000",4816142,4816142
5463,tt3216348,Incarnate,Incarnate,2016.0,91.0,"Horror,Thriller",5.3,10217.0,BH Tilt,2016.0,39,"Dec 2, 2016","$5,000,000",4799774,9371036
5464,,Keeping Up with the Steins,,,,,,,,,40,"May 12, 2006","$5,000,000",4339241,4414753
5465,,The Sweet Hereafter,,,,,,,,,41,"Oct 10, 1997","$5,000,000",4306697,7951247
5466,,Bottle Shock,,,,,,,,,42,"Aug 6, 2008","$5,000,000",4078607,4815890
5467,,Des Hommes et Des Dieux,,,,,,,,,43,"Feb 25, 2011","$5,000,000",3954651,46263525
5468,,Jekyll and Hyde... Together Again,,,,,,,,,44,"Aug 27, 1982","$5,000,000",3707583,3707583
5469,tt1412528,Table 19,Table 19,2017.0,87.0,"Comedy,Drama,Romance",5.8,22751.0,FoxS,2017.0,45,"Mar 3, 2017","$5,000,000",3614896,4620399
5470,tt4062536,Green Room,Green Room,2015.0,95.0,"Horror,Music,Thriller",7.0,90773.0,A24,2016.0,46,"Apr 15, 2016","$5,000,000",3220371,3807503
5471,tt5649108,Thoroughbreds,Thoroughbreds,2017.0,92.0,"Comedy,Crime,Drama",6.7,25098.0,,,47,"Mar 9, 2018","$5,000,000",3072605,3187302
5472,,Heavenly Creatures,,,,,,,,,48,"Nov 16, 1994","$5,000,000",3046086,5438120
5473,tt3566920,The Other Side of the Door,The Other Side of the Door,2014.0,90.0,Drama,3.8,5.0,Fox,2016.0,49,"Mar 4, 2016","$5,000,000",3000342,12905107
5475,tt1531663,Everything Must Go,Everything Must Go,2010.0,97.0,"Comedy,Drama",6.4,45799.0,RAtt.,2011.0,50,"May 13, 2011","$5,000,000",2712131,2821010
5476,tt1216491,Kill the Messenger,Kill the Messenger,2014.0,112.0,"Biography,Crime,Drama",7.0,41231.0,Focus,2014.0,51,"Oct 10, 2014","$5,000,000",2450846,6656705
5477,tt0935075,Rabbit Hole,Rabbit Hole,2010.0,91.0,Drama,7.0,45357.0,LGF,2010.0,52,"Dec 17, 2010","$5,000,000",2229058,6205034
5478,tt3614530,Jem and the Holograms,Jem and the Holograms,2015.0,118.0,"Adventure,Drama,Family",4.1,6683.0,Universal,2015.0,53,"Oct 23, 2015","$5,000,000",2184640,2368937
5479,tt5247022,Paterson,Paterson,2016.0,118.0,"Comedy,Drama,Romance",7.4,55285.0,BST,2016.0,54,"Dec 28, 2016","$5,000,000",2141423,10727536
5480,,Zero Effect,,,,,,,,,55,"Jan 30, 1998","$5,000,000",2080693,2080693
5481,,A Midnight Clear,,,,,,,,,56,"Apr 24, 1992","$5,000,000",1526697,1526697
5482,,The Machinist,,,,,,,,,57,"Oct 22, 2004","$5,000,000",1082044,8655397
5483,,Light Sleeper,,,,,,,,,58,"Sep 21, 1992","$5,000,000",1050861,1050861
5484,,American Teen,,,,,,,,,59,"Jul 25, 2008","$5,000,000",942441,989319
5485,tt2800038,Atlas Shrugged: Who Is John Galt?,Atlas Shrugged: Part III,2014.0,99.0,"Drama,Mystery,Sci-Fi",4.4,2661.0,,,60,"Sep 12, 2014","$5,000,000",851690,851690
5486,,Party Monster,,,,,,,,,61,"Aug 29, 2003","$5,000,000",742898,894030
5487,,The Oh in Ohio,,,,,,,,,62,"Jul 14, 2006","$5,000,000",418689,648183
5488,,Bottle Rocket,,,,,,,,,63,"Feb 21, 1996","$5,000,000",407488,407488
5489,tt2388637,Ain't Them Bodies Saints,Ain't Them Bodies Saints,2013.0,96.0,"Crime,Drama,Romance",6.4,19464.0,IFC,2013.0,64,"Aug 16, 2013","$5,000,000",391611,1075009
5490,,Albino Alligator,,,,,,,,,65,"Jan 17, 1997","$5,000,000",353480,353480
5491,,Jimi: All is By My Side,,,,,,,,,66,"Sep 26, 2014","$5,000,000",340911,927074
5492,,"Gandhi, My Father",,,,,,,,,67,"Aug 3, 2007","$5,000,000",240425,2015004
5493,,Standard Operating Procedure,,,,,,,,,68,"Apr 25, 2008","$5,000,000",228830,332120
5494,,Tucker & Dale vs. Evil,,,,,,,,,69,"Sep 30, 2011","$5,000,000",223838,5476793
5495,,No Looking Back,,,,,,,,,70,"Mar 27, 1998","$5,000,000",143273,143273
5496,tt3813310,Cop Car,Cop Car,2015.0,88.0,"Crime,Thriller",6.3,27081.0,,,71,"Aug 7, 2015","$5,000,000",134552,143658
5497,,"Lovely, Still",,,,,,,Mont.,2010.0,72,"Sep 10, 2010","$5,000,000",127564,282687
5498,,Tycoon,,,,,,,,,73,"Jun 13, 2003","$5,000,000",121016,121016
5499,,Desert Blue,,,,,,,,,74,"Jun 4, 1999","$5,000,000",99147,99147
5500,,Decoys,,,,,,,,,75,"Feb 27, 2004","$5,000,000",84733,96760
5501,tt2232596,Stuck,Stuck,2012.0,,"Comedy,Drama",4.6,9.0,,,76,"May 30, 2008","$5,000,000",67505,67505
5509,,Redacted,,,,,,,,,77,"Nov 16, 2007","$5,000,000",65388,861325
5510,tt1798243,Rudderless,Rudderless,2014.0,105.0,"Comedy,Drama,Music",7.5,16303.0,Gold.,2014.0,78,"Oct 17, 2014","$5,000,000",56001,567219
5511,,Fascination,,,,,,,,,79,"Jan 28, 2005","$5,000,000",16670,83356
5512,tt1555814,Grace,Grace,2011.0,98.0,"Crime,Drama,Horror",6.5,19.0,,,80,"Aug 14, 2009","$5,000,000",8297,8297
5515,tt1519461,Area 51,Area 51,2015.0,91.0,"Horror,Sci-Fi,Thriller",4.2,11537.0,,,81,"May 15, 2015","$5,000,000",7556,7556
5516,,Mientras duermes,,,,,,,,,82,"Oct 26, 2012","$5,000,000",0,9109597
5517,,Flying By,,,,,,,,,83,"Jul 7, 2009","$5,000,000",0,4568257
5518,tt1977941,The Cottage,The Cottage,2012.0,88.0,"Drama,Horror,Thriller",4.8,1016.0,,,84,"Dec 31, 2008","$5,000,000",0,1504960
5520,tt1274586,Dying of the Light,Dying of the Light,2014.0,94.0,"Drama,Thriller",4.4,8888.0,,,85,"Dec 5, 2014","$5,000,000",0,74639
5521,tt3838992,Yoga Hosers,Yoga Hosers,2016.0,88.0,"Action,Comedy,Fantasy",4.3,10483.0,,,86,"Sep 2, 2016","$5,000,000",0,22958
5522,,Dead Like Me: Life After Death,,,,,,,,,87,"Feb 17, 2009","$5,000,000",0,0
5523,,Farce of the Penguins,,,,,,,,,88,"Jan 30, 2007","$5,000,000",0,0
5524,,Psych 9,,,,,,,,,89,"Dec 31, 2010","$5,000,000",0,0
5525,tt0959306,Reach Me,Reach Me,2014.0,95.0,"Comedy,Crime,Drama",4.9,2304.0,,,90,"Nov 21, 2014","$5,000,000",0,0
5526,tt1460798,Henry & Me,Henry & Me,2014.0,67.0,"Animation,Family",6.2,132.0,,,91,"Aug 18, 2014","$5,000,000",0,0
5527,tt1554921,Born of War,Born of War,2014.0,109.0,"Action,Drama,Thriller",4.4,333.0,,,92,"Jan 27, 2015","$5,000,000",0,0
5528,tt2980708,Let's Kill Ward's Wife,Let's Kill Ward's Wife,2014.0,82.0,"Comedy,Crime",5.4,5164.0,,,93,"Jan 9, 2015","$5,000,000",0,0
5529,,Capricorn One,,,,,,,,,94,"Jan 13, 2015","$5,000,000",0,0
5530,,We Have Your Husband,,,,,,,,,95,"Dec 31, 2011","$5,000,000",0,0
5531,tt1717210,Should've Been Romeo,Should've Been Romeo,2012.0,,"Comedy,Drama",6.5,44.0,,,96,"Dec 31, 2012","$5,000,000",0,0
5532,tt2237914,Aztec Warrior,Aztec Warrior,2016.0,,"Action,Comedy",6.2,34.0,,,97,"Dec 31, 2015","$5,000,000",0,0
5533,,Navy SEAL vs. Zombies,,,,,,,,,98,"Sep 25, 2015","$5,000,000",0,0
5534,tt2938464,The Hatching,The Hatching,2017.0,90.0,"Action,Adventure,Comedy",4.0,662.0,,,99,"Mar 15, 2016","$5,000,000",0,0
5535,tt4453560,Running Forever,Running Forever,2015.0,88.0,Family,5.8,23.0,,,100,"Oct 27, 2015","$5,000,000",0,0
5536,tt3612616,Mommy,Mommy,2014.0,139.0,Drama,8.1,43020.0,RAtt.,2014.0,1,"Jan 23, 2015","$4,900,000",3498695,17536004
5538,,Obsluhoval jsem anglickÃ©ho krÃ¡le,,,,,,,,,2,"Aug 29, 2008","$4,900,000",617228,7174984
5539,,Soul Kitchen,,,,,,,IFC,2010.0,3,"Aug 20, 2010","$4,900,000",276901,23347461
5540,tt1373405,The Awakening,The Awakening,2010.0,83.0,"Horror,Thriller",2.4,141.0,,,4,"Aug 17, 2012","$4,900,000",95933,6924321
5545,,All Hat,,,,,,,,,5,"Jan 18, 2008","$4,900,000",15198,15198
5546,,Sling Blade,,,,,,,,,6,"Nov 20, 1996","$4,833,610",24475416,34175000
5547,tt1825801,Hostel,Hostel,2011.0,111.0,"Action,Crime,Drama",5.1,513.0,,,7,"Jan 6, 2006","$4,800,000",47326473,82241110
5549,tt1602613,Only God Forgives,Only God Forgives,2013.0,90.0,"Crime,Drama",5.7,100318.0,RTWC,2013.0,8,"Jul 19, 2013","$4,800,000",775849,4494560
5550,tt1675192,Take Shelter,Take Shelter,2011.0,121.0,"Drama,Horror,Thriller",7.4,83200.0,SPC,2011.0,9,"Sep 30, 2011","$4,750,000",1728953,4972016
5551,,Tristram Shandy: A Cock and Bull Story,,,,,,,,,10,"Jan 27, 2006","$4,750,000",1253413,3061763
5552,,The Texas Chainsaw Massacre 2,,,,,,,,,11,"Aug 22, 1986","$4,700,000",8025872,8025872
5553,tt7844060,Lady in White,Lady in White,2018.0,98.0,"Comedy,Drama",,,,,12,"Apr 22, 1988","$4,700,000",1705139,1705139
5554,,Driving Lessons,,,,,,,,,13,"Oct 13, 2006","$4,700,000",239962,239962
5555,tt1547090,Without Men,Without Men,2011.0,87.0,Comedy,3.3,1576.0,,,14,"Dec 31, 2011","$4,700,000",0,0
5556,tt2091427,Treading Water,The Boy Who Smells Like Fish,2013.0,92.0,"Comedy,Drama",6.2,515.0,,,15,"Mar 10, 2015","$4,700,000",0,0
5559,,Pat Garrett and Billy the Kid,,,,,,,,,16,"May 23, 1973","$4,638,783",8000000,11000000
5560,,Camping Sauvage,,,,,,,,,17,"Jul 16, 2004","$4,600,000",3479302,3479302
5561,tt3099638,Barfi,Barfi,2013.0,105.0,"Comedy,Romance",6.5,114.0,,,18,"Sep 14, 2012","$4,600,000",2804874,36751984
5562,,Dear Frankie,,,,,,,,,19,"Mar 4, 2005","$4,600,000",1340891,3099369
5563,,The Assassination of Richard Nixon,,,,,,,,,20,"Dec 29, 2004","$4,600,000",708776,4880143
5564,,Le nom des gens,,,,,,,,,21,"Jun 24, 2011","$4,600,000",514237,9261711
5565,,Savage Grace,,,,,,,,,22,"May 28, 2008","$4,600,000",434417,968805
5566,tt2751576,Out of the Blue,Buongiorno papà,2013.0,108.0,"Comedy,Drama",6.2,760.0,,,23,"Oct 19, 2007","$4,600,000",728,731767
5567,,Police Academy,,,,,,,,,24,"Mar 23, 1984","$4,500,000",81198894,81198894
5568,,Four Weddings and a Funeral,,,,,,,,,25,"Mar 9, 1994","$4,500,000",52700832,242895809
5569,,The Blue Lagoon,,,,,,,,,26,"Jun 20, 1980","$4,500,000",47923795,47923795
5570,,Fast Times at Ridgemont High,,,,,,,,,27,"Aug 13, 1982","$4,500,000",27092880,27092880
5571,tt7895868,Secrets & Lies,Secrets & Lies,2018.0,,"Drama,Romance",,,,,28,"Sep 28, 1996","$4,500,000",13417292,13417292
5572,,25th Hour,,,,,,,,,29,"Dec 19, 2002","$4,500,000",13084595,25344490
5573,,After Hours,,,,,,,,,30,"Sep 13, 1985","$4,500,000",10609321,10609321
5574,tt1984208,Moby Dick,Mo-bi-dik,2011.0,112.0,Action,6.4,295.0,,,31,"Jun 27, 1956","$4,500,000",10400000,10400000
5575,tt3464902,The Lobster,The Lobster,2015.0,119.0,"Comedy,Drama,Romance",7.1,182622.0,,,32,"Mar 25, 2016","$4,500,000",9196278,18019834
5576,tt10457702,Bound,Bound,2020.0,,"Action,Drama",,,,,33,"Oct 4, 1996","$4,500,000",3802260,7011317
5581,,Requiem for a Dream,,,,,,,,,34,"Oct 6, 2000","$4,500,000",3635482,7389233
5582,,State Fair,,,,,,,,,35,"Mar 9, 1962","$4,500,000",3500000,3500000
5583,,LÃ¥t den rÃ¤tte komma in,,,,,,,,,36,"Oct 24, 2008","$4,500,000",2122085,12247682
5584,,Tango,,,,,,,,,37,"Feb 12, 1999","$4,500,000",1687311,5428387
5585,tt9275702,Salvador,Salvador,2016.0,71.0,Drama,,,,,38,"Apr 23, 1986","$4,500,000",1500000,1500000
5586,,Donnie Darko,,,,,,,,,39,"Oct 26, 2001","$4,500,000",1480006,7510877
5587,,Salvando al Soldado Perez,,,,,,,,,40,"Sep 2, 2011","$4,500,000",1400726,9330465
5588,,Karakter,,,,,,,,,41,"Mar 27, 1998","$4,500,000",713413,713413
5589,,Nannerl la soeur de Mozart,,,,,,,,,42,"Aug 19, 2011","$4,500,000",707885,2404639
5590,,Spun,,,,,,,,,43,"Mar 14, 2003","$4,500,000",410241,1022649
5591,tt4074762,Life During Wartime,Life During Wartime,2014.0,50.0,"Documentary,History",,,IFC,2010.0,44,"Jul 23, 2010","$4,500,000",281447,281447
5592,,Chinjeolhan geumjassi,,,,,,,,,45,"May 4, 2006","$4,500,000",211667,23471871
5593,tt1629705,Blackthorn,Blackthorn,2011.0,102.0,"Action,Adventure,Western",6.6,8553.0,Magn.,2011.0,46,"Oct 7, 2011","$4,500,000",200558,1217307
5594,tt1881002,Maggie,Maggie,2015.0,95.0,"Drama,Horror",5.6,38671.0,RAtt.,2015.0,47,"May 8, 2015","$4,500,000",187112,1027760
5596,,Lilja 4-ever,,,,,,,,,48,"Apr 18, 2003","$4,500,000",181655,4556982
5597,,After.Life,,,,,,,Anch.,2010.0,49,"Apr 9, 2010","$4,500,000",108596,2481925
5598,,Mean Machine,,,,,,,,,50,"Feb 22, 2002","$4,500,000",92723,92723
5599,,Fong juk,,,,,,,,,51,"Aug 31, 2007","$4,500,000",51957,51957
5600,,Spoken Word,,,,,,,,,52,"Jul 23, 2010","$4,500,000",32961,32961
5601,tt0857190,The Sweeney,The Sweeney,2012.0,112.0,"Action,Crime,Drama",6.1,18095.0,EOne,2013.0,53,"Mar 1, 2013","$4,500,000",26345,8000366
5602,tt2295722,Falcon Rising,Falcon Rising,2014.0,103.0,"Action,Adventure",5.8,6955.0,Free,2014.0,54,"Sep 4, 2014","$4,500,000",11774,11774
5603,tt2081194,Hansel & Gretel Get Baked,Hansel & Gretel Get Baked,2013.0,86.0,"Comedy,Horror",4.3,3225.0,,,55,"Jun 25, 2013","$4,500,000",0,0
5604,tt3683702,Fugly,Fugly,2014.0,134.0,"Drama,Thriller",4.7,920.0,,,56,"Nov 7, 2014","$4,500,000",0,0
5605,tt3346224,Zipper,Zipper,2015.0,112.0,"Drama,Thriller",5.8,6120.0,,,57,"Aug 28, 2015","$4,500,000",0,0
5606,tt2118624,The Final Girls,The Final Girls,2015.0,88.0,"Comedy,Drama,Fantasy",6.6,30219.0,,,58,"Nov 3, 2015","$4,500,000",0,0
5608,tt3702088,Daisy Winters,Daisy Winters,2017.0,90.0,Drama,6.8,68.0,,,59,"Dec 1, 2017","$4,500,000",0,0
5609,,One Flew Over the Cuckoo's Nest,,,,,,,,,60,"Nov 19, 1975","$4,400,000",108981275,108997629
5610,,Silent Movie,,,,,,,,,61,"Jun 25, 1976","$4,400,000",36145695,36145695
5611,,Airlift (2016),,,,,,,,,62,"Dec 31, 2016","$4,400,000",0,9969237
5612,,R.L. Stine's Monsterville: The Cabinet of Souls,,,,,,,,,63,"Sep 29, 2015","$4,400,000",0,0
5613,tt1715336,Anna,Anna,2013.0,99.0,"Drama,Mystery,Sci-Fi",6.5,19733.0,VE,2014.0,64,"Jun 6, 2014","$4,357,373",0,1200000
5621,,Whale Rider,,,,,,,,,65,"Jun 6, 2003","$4,300,000",20779666,39374600
5622,,Sexy Beast,,,,,,,,,66,"Jun 13, 2001","$4,300,000",6946056,10158355
5623,,Paa,,,,,,,,,67,"Dec 4, 2009","$4,300,000",199228,9791282
5624,,Snabba Cash,,,,,,,,,68,"Jul 11, 2012","$4,300,000",188870,10212403
5625,tt3393372,Night of the Living Dead,Night of the Living Dead,2014.0,79.0,Horror,5.3,277.0,,,69,"Oct 19, 1990","$4,200,000",5835247,5835247
5627,,Nochnoy dozor,,,,,,,,,70,"Feb 17, 2006","$4,200,000",1502188,33913542
5628,tt1313092,Animal Kingdom,Animal Kingdom,2010.0,113.0,"Crime,Drama",7.3,51576.0,SPC,2010.0,71,"Aug 13, 2010","$4,200,000",1044039,8078683
5630,,George A. Romero's Survival of the Dead,,,,,,,Magn.,2010.0,72,"May 28, 2010","$4,200,000",101740,101740
5631,tt1507261,Cargo,Cargo,2011.0,85.0,Drama,5.2,454.0,,,73,"Oct 21, 2011","$4,200,000",0,313230
5636,,High School Musical,,,,,,,,,74,"May 23, 2006","$4,200,000",0,0
5637,,Love and Death on Long Island,,,,,,,,,75,"Mar 6, 1998","$4,030,000",2542264,2542264
5638,,Porky's,,,,,,,,,76,"Mar 19, 1982","$4,000,000",109492484,109492484
5639,,The Crying Game,,,,,,,,,78,"Nov 25, 1992","$4,000,000",62546695,62546695
5640,,Lost in Translation,,,,,,,,,79,"Sep 12, 2003","$4,000,000",44585453,117085297
5641,,Annie Hall,,,,,,,,,80,"Apr 20, 1977","$4,000,000",38251425,38251425
5642,tt3181822,The Boy Next Door,The Boy Next Door,2015.0,91.0,"Horror,Thriller",4.7,34816.0,Universal,2015.0,81,"Jan 23, 2015","$4,000,000",36006065,53401938
5643,,The Greatest Show on Earth,,,,,,,,,82,"Jan 10, 1952","$4,000,000",36000000,36000000
5644,,Leaving Las Vegas,,,,,,,,,83,"Oct 27, 1995","$4,000,000",31983777,49800000
5645,,Monster's Ball,,,,,,,,,84,"Dec 26, 2001","$4,000,000",31273922,43766463
5646,tt1065073,Boyhood,Boyhood,2014.0,165.0,Drama,7.9,315584.0,IFC,2014.0,85,"Jul 11, 2014","$4,000,000",25379975,57273049
5647,tt1764565,Exodus,Exodus Where I Come from Is Disappearing,2017.0,105.0,Documentary,7.2,27.0,,,86,"Dec 15, 1960","$4,000,000",21750000,21750000
5652,tt0842926,The Kids Are All Right,The Kids Are All Right,2010.0,106.0,"Comedy,Drama,Romance",7.0,120656.0,Focus,2010.0,87,"Jul 9, 2010","$4,000,000",20811365,36275469
5653,,Life of Brian,,,,,,,,,88,"Aug 17, 1979","$4,000,000",20182359,20468305
5654,tt2828996,A Haunted House 2,A Haunted House 2,2014.0,86.0,"Comedy,Fantasy",4.7,18085.0,ORF,2014.0,89,"Apr 18, 2014","$4,000,000",17329487,21206861
5655,tt2034139,The Last Exorcism Part II,The Last Exorcism Part II,2013.0,88.0,"Drama,Horror,Thriller",4.0,15124.0,CBS,2013.0,90,"Mar 1, 2013","$4,000,000",15179303,25448707
5656,,The Front Page,,,,,,,,,91,"Dec 17, 1974","$4,000,000",15000000,15000000
5657,,Trapeze,,,,,,,,,92,"May 30, 1956","$4,000,000",14400000,14400000
5658,,The Return of the Living Dead,,,,,,,,,93,"Aug 16, 1985","$4,000,000",14237880,14237880
5659,,They Live,,,,,,,,,94,"Nov 4, 1988","$4,000,000",13000000,13000774
5660,tt1691149,Saving Grace,Saving Grace,2010.0,85.0,"Crime,Drama,Horror",5.6,56.0,,,95,"Aug 4, 2000","$4,000,000",12178602,27786849
5661,,The Great Escape,,,,,,,,,96,"Aug 8, 1963","$4,000,000",11744471,11972561
5662,,What the #$'! Do We Know,,,,,,,,,97,"Feb 6, 2004","$4,000,000",10941801,10941801
5663,tt1878841,The Darkness,The Darkness,2016.0,92.0,"Horror,Thriller",4.4,12435.0,BH Tilt,2016.0,98,"May 13, 2016","$4,000,000",10753574,10898293
5665,,Scoop,,,,,,,,,99,"Jul 28, 2006","$4,000,000",10525717,40103262
5666,tt2025702,The Wash,The Wash,2011.0,,Thriller,7.4,7.0,,,100,"Nov 14, 2001","$4,000,000",10097096,10097096
5667,,3 Strikes,,,,,,,,,1,"Mar 1, 2000","$4,000,000",9821335,9821335
5668,tt1883160,The Visitor,Cibrâil,2011.0,70.0,"Drama,Romance",5.1,467.0,,,2,"Apr 11, 2008","$4,000,000",9427026,19174817
5674,,The Cooler,,,,,,,,,3,"Nov 26, 2003","$4,000,000",8291572,11131455
5675,,The Misfits,,,,,,,,,4,"Feb 1, 1961","$4,000,000",8200000,8200000
5676,,The Night Listener,,,,,,,,,5,"Aug 4, 2006","$4,000,000",7836393,10770993
5677,,The Jerky Boys,,,,,,,,,6,"Feb 3, 1995","$4,000,000",7555256,7555256
5678,,El orfanato,,,,,,,,,7,"Dec 28, 2007","$4,000,000",7159147,79250193
5679,tt3749926,Bug,Bug,2017.0,95.0,"Drama,Mystery,Thriller",4.6,39.0,,,8,"May 25, 2007","$4,000,000",7006708,8302995
5680,,The Rules of Attraction,,,,,,,,,9,"Oct 11, 2002","$4,000,000",6525762,11799060
5681,,Topaz,,,,,,,,,10,"Dec 19, 1969","$4,000,000",6000000,6000000
5682,,Let's Go to Prison,,,,,,,,,11,"Nov 17, 2006","$4,000,000",4630045,4630045
5683,,Four Rooms,,,,,,,,,12,"Dec 25, 1995","$4,000,000",4301000,4301000
5684,,Secretary,,,,,,,,,13,"Sep 20, 2002","$4,000,000",4046737,9413956
5685,,The Real Cancun,,,,,,,,,14,"Apr 25, 2003","$4,000,000",3816594,3816594
5686,,Talk Radio,,,,,,,,,15,"Dec 1, 1988","$4,000,000",3468572,3468572
5687,,Waiting for Guffman,,,,,,,,,16,"Jan 31, 1997","$4,000,000",2922988,2922988
5688,,Love Stinks,,,,,,,,,17,"Sep 10, 1999","$4,000,000",2793776,2793776
5689,tt0770802,Samsara,Samsara,2011.0,102.0,"Documentary,Music",8.5,29725.0,Osci.,2012.0,18,"Aug 24, 2012","$4,000,000",2672413,5966671
5690,,You Kill Me,,,,,,,,,19,"Jun 22, 2007","$4,000,000",2426851,3858964
5691,tt1645080,The Art of Getting By,The Art of Getting By,2011.0,83.0,"Drama,Romance",6.6,53682.0,FoxS,2011.0,20,"Jun 17, 2011","$4,000,000",1430241,1989035
5692,,Thumbsucker,,,,,,,,,21,"Sep 16, 2005","$4,000,000",1328679,1919197
